Pos.,No,Crew,Gr/Cl,ss_time,Diff,Speed,ss
26,#39,Heller Alberto  - Allende L. Citroën C3 Rally2,RC2,14:07.5,+1:08.2 +  2.3,82.1 3.53,2
27,#40,Fernández Emilio  - Rozada Borja Škoda Fabia Rally2 evo,RC2,14:09.6,+1:10.3 +  2.1,81.9 3.64,2
28,#38,Cais Erik  - Těšínský Petr Škoda Fabia RS Rally2,RC2,14:13.9,+1:14.6 +  4.3,81.5 3.86,2
29,#44,Correia Miguel  - Carvalho J. Škoda Fabia Rally2 evo,RC2,14:15.1,+1:15.8 +  1.2,81.4 3.92,2
30,#32,Joona Lauri  - Shemeikka Tuukka Škoda Fabia Rally2 evo,RC2,14:18.3,+1:19.0 +  3.2,81.1 4.09,2
31,#36,Araújo Armindo  - Ramalho Luís Škoda Fabia Rally2 evo,RC2,14:18.5,+1:19.2 +  0.2,81.1 4.10,2
32,#45,Teodósio Ricardo  - Teixeira J. Hyundai i20 N Rally2,RC2,14:21.1,+1:21.8 +  2.6,80.8 4.23,2
33,#56,Herczig Norbert  - Ferencz Ramón Škoda Fabia Rally2 evo,RC2,14:33.2,+1:33.9 +  12.1,79.7 4.86,2
34,#58,Almeida Pedro  - Castro Mário Škoda Fabia Rally2 evo,RC2,14:34.1,+1:34.8 +  0.9,79.6 4.90,2
35,#57,Jeets Gregor  - Taniel Timo Hyundai i20 N Rally2,RC2,14:34.4,+1:35.1 +  0.3,79.6 4.92,2
36,#52,Villanueva A.  - Murado González J. Škoda Fabia RS Rally2,RC2,14:35.1 [N],+1:35.8 +  0.7,79.5 4.96,2
37,#54,Fontes José Pedro  - Ponte Inês Citroën C3 Rally2,RC2,14:38.6,+1:39.3 +  3.5,79.2 5.14,2
38,#60,Simões Lucas  - Almeida Nuno Ford Fiesta Rally2,RC2,14:38.9,+1:39.6 +  0.3,79.2 5.15,2
39,#55,Sousa Bernardo  - Janela José Citroën C3 Rally2,RC2,14:48.1,+1:48.8 +  9.2,78.4 5.63,2
40,#48,Kremer Armin  - Gottschalk Timo Škoda Fabia Rally2 evo,RC2,14:49.0,+1:49.7 +  0.9,78.3 5.68,2
41,#50,Oldrati Enrico  - De Guio Elia Škoda Fabia Rally2 evo,RC2,14:50.6,+1:51.3 +  1.6,78.1 5.76,2
42,#53,Castro Eduardo  - Mussano Fernando Škoda Fabia Rally2 evo,RC2,14:55.5,+1:56.2 +  4.9,77.7 6.01,2
43,#61,Salvi Diogo  - Costa António Škoda Fabia R5,RC2,14:57.0,+1:57.7 +  1.5,77.6 6.09,2
44,#70,Korhonen Roope  - Viinikka Anssi Ford Fiesta Rally3,RC3,15:06.2,+2:06.9 +  9.2,76.8 6.56,2
45,#41,Kelly Eamonn  - Mohan Conor Hyundai i20 N Rally2,RC2,15:11.3,+2:12.0 +  5.1,76.4 6.83,2
46,#51,Zaldivar Miguel Sr.  - Díaz J. Hyundai i20 N Rally2,RC2,15:15.1,+2:15.8 +  3.8,76.0 7.03,2
47,#71,Herranen Toni  - Lukka Mikko Ford Fiesta Rally3,RC3,15:19.6,+2:20.3 +  4.5,75.7 7.26,2
48,#66,Díaz-Aboitiz M.  - Sanjuan de Eusebio R. Škoda Fabia Rally2 evo,RC2,15:50.5,+2:51.2 +  30.9,73.2 8.86,2
49,#67,Cobbe Luciano  - Mometti Roberto Škoda Fabia Rally2 evo,RC2,16:05.3,+3:06.0 +  14.8,72.1 9.62,2
50,#73,László Zoltán  - Zsiros Gábor Škoda Fabia Rally2 evo,RC2,16:11.2,+3:11.9 +  5.9,71.7 9.93,2
51,#64,Pinto Nuno  - Jardim Pereira João Citroën C3 Rally2,RC2,16:14.9,+3:15.6 +  3.7,71.4 10.1,2
52,#63,Teixeira Francisco  - Serôdio J. Škoda Fabia Rally2 evo,RC2,16:19.6,+3:20.3 +  4.7,71.0 10.4,2
53,#65,Al-Attiyah N.  - Bernacchini G. Ford Fiesta Rally2,RC2,16:47.7,+3:48.4 +  28.1,69.1 11.8,2
54,#78,Serrano Benalcazar D.  - Serrano Benalcazar J. Peugeot 208 Rally4,RC4,16:56.4,+3:57.1 +  8.7,68.5 12.3,2
55,#88,Miranda Hélder  - Pereira Hugo Renault Clio RS R3T,RC4,17:07.7,+4:08.4 +  11.3,67.7 12.9,2
56,#77,Serrano Navarro J.  - Galarza Aviles D. Renault Clio Rally4,RC4,17:09.1,+4:09.8 +  1.4,67.6 12.9,2
57,#102,Salin Maxim  - Catoire Sandrine Renault Clio Rally5,RC5,17:35.4,+4:36.1 +  26.3,65.9 14.3,2
58,#49,Al-Rashed Rakan  - Moscatt Dale Škoda Fabia RS Rally2,RC2,17:48.3,+4:49.0 +  12.9,65.1 15.0,2
59,#86,Gómez Fortes G.  - González Diz D. Toyota GR Yaris RZ,NAT,18:55.6,+5:56.3 +  1:07.3,61.3 18.4,2
60,#76,Fontana Matteo  - Arnaboldi A. Peugeot 208 Rally4,RC4,19:20.8,+6:21.5 +  25.2,59.9 19.7,2
61,#101,Gulbinas A.  - Pauliukonis V. Renault Clio Rally5,RC5,19:31.0,+6:31.7 +  10.2,59.4 20.3,2
62,#59,Meireles Pedro  - Alves Pedro Hyundai i20 N Rally2,RC2,20:11.7,+7:12.4 +  40.7,57.4 22.4,2
63,#28,Munster Grégoire  - Louka Louis Ford Fiesta Rally2  [SR],RC2,23:34.3 [N],+10:35.0 +  3:22.6,49.2 32.9,2
64,#72,Campagnoli Gabriele  - Arena N. Hyundai i20 N Rally2  [SR],RC2,26:11.2 [N],+13:11.9 +  2:36.9,44.3 41.0,2
65,#79,Cunha Ernesto  - Raimundo Rui Peugeot 208 Rally4  [SR],RC4,26:56.4 [N],+13:57.1 +  45.2,43.1 43.3,2
65,#80,Gabeiras Fraga I.  - Varela Villamor A. Peugeot 208 Rally4  [SR],RC4,26:56.4 [N],+13:57.1 +  0.0,43.1 43.3,2
65,#81,Sousa Ricardo  - Marques Luís Peugeot 208 Rally4  [SR],RC4,26:56.4 [N],+13:57.1 +  0.0,43.1 43.3,2
65,#82,Mesquita Hugo  - Cardoso Valter Renault Clio Rally4  [SR],RC4,26:56.4 [N],+13:57.1 +  0.0,43.1 43.3,2
65,#83,Nunes Daniel  - Costa Liliana Renault Clio Rally4  [SR],RC4,26:56.4 [N],+13:57.1 +  0.0,43.1 43.3,2
65,#84,Henriques Gonçalo  - Cunha G. Renault Clio Rally4  [SR],RC4,26:56.4 [N],+13:57.1 +  0.0,43.1 43.3,2
65,#85,Cardeira Rafael  - Boiça Luís Renault Clio RS R3T  [SR],RC4,26:56.4 [N],+13:57.1 +  0.0,43.1 43.3,2
65,#87,Korzun Anton  - Kononov Pavlo Peugeot 208 Rally4  [SR],RC4,26:56.4 [N],+13:57.1 +  0.0,43.1 43.3,2
65,#89,Antunes Pedro  - Hugo Vítor Peugeot 208 Rally4  [SR],RC4,26:56.4 [N],+13:57.1 +  0.0,43.1 43.3,2
