No.,Crew,Group,ss,Race,cou,time_SS_sec
6,Franceschi,RC2,8,Latvia,5,585.5
9,McErlean  ,RC2,8,Latvia,6,586.7
8,Linnamäe  ,RC2,8,Latvia,7,587.4
2,Østberg  M,RC2,8,Latvia,8,588.1
11,Cais  Erik,RC2,8,Latvia,9,588.6
14,Virves  Ro,RC2,8,Latvia,10,588.8
4,Mabellini ,RC2,8,Latvia,11,592.6
17,Pryce  Osi,RC2,8,Latvia,12,595.4
3,Llarena  E,RC2,8,Latvia,13,595.8
15,Campedelli,RC2,8,Latvia,14,596.7
16,László  Ma,RC2,8,Latvia,15,603.5
18,Battistoll,RC2,8,Latvia,16,605.9
12,Rådström  ,RC2,8,Latvia,17,609.4
56,Laskowski ,RC3,8,Latvia,18,617.1
24,Parys  Pio,RC3,8,Latvia,19,620.4
25,Soria  Pau,RC3,8,Latvia,20,622.6
22,Armstrong ,RC3,8,Latvia,21,623.8
23,Matulka  J,RC3,8,Latvia,22,625.6
19,Kołtun  J.,RC2,8,Latvia,23,631.6
53,Terlecki  ,RC2,8,Latvia,24,638.2
57,Kelly  Eam,RC3,8,Latvia,25,645.4
50,Tiramani  ,RC2,8,Latvia,26,649.2
54,Potiiko  S,RC2,8,Latvia,27,658.2
44,Tiits  M. ,RC4,8,Latvia,28,659.8
20,Cuzma  Bog,RC2,8,Latvia,29,660.0
28,Hansen  Vi,RC4,8,Latvia,30,660.7
27,Maior  Nor,RC4,8,Latvia,31,660.8
46,Hangodi  B,RC4,8,Latvia,32,661.7
48,Yamamoto  ,RC4,8,Latvia,33,664.5
38,Sei  Karl-,RC4,8,Latvia,34,664.8
26,Nore  Ola ,RC4,8,Latvia,35,665.3
58,Fontana  M,RC4,8,Latvia,36,666.1
34,Schulz  Ti,RC4,8,Latvia,37,666.6
31,McRae  Max,RC4,8,Latvia,38,670.7
49,Otake  Nao,RC4,8,Latvia,39,671.2
29,Daprà  Rob,RC4,8,Latvia,40,671.7
35,Johansson ,RC4,8,Latvia,41,672.7
36,Andersson ,RC4,8,Latvia,42,674.7
52,Mauro  Ale,RC2,8,Latvia,43,675.4
60,Orgus  Kei,RC4,8,Latvia,44,678.9
21,Bertolotti,RC2,8,Latvia,45,684.0
51,Uger  Serg,RC2,8,Latvia,46,687.8
33,Zanin  Mat,RC4,8,Latvia,47,691.6
39,Noller  Re,RC4,8,Latvia,48,695.0
32,Raftery  A,RC4,8,Latvia,49,696.5
55,Korzun  An,RC2,8,Latvia,50,716.8
61,Zakmans  I,RC2,8,Latvia,51,717.3
41,Kramer  A.,RC4,8,Latvia,52,723.7
45,Kreuter  N,RC4,8,Latvia,53,727.1
7,Heikkilä  ,RC2,9,Latvia,1,608.6
2,Østberg  M,RC2,9,Latvia,2,610.8
5,Sesks  M. ,RC2,9,Latvia,3,611.2
6,Franceschi,RC2,9,Latvia,4,611.8
14,Virves  Ro,RC2,9,Latvia,5,614.8
9,McErlean  ,RC2,9,Latvia,6,615.4
15,Campedelli,RC2,9,Latvia,7,615.8
1,Paddon  Ha,RC2,9,Latvia,8,618.4
10,Mareš  Fil,RC2,9,Latvia,9,619.4
4,Mabellini ,RC2,9,Latvia,10,622.3
8,Linnamäe  ,RC2,9,Latvia,11,624.1
11,Cais  Erik,RC2,9,Latvia,12,624.4
17,Pryce  Osi,RC2,9,Latvia,13,629.6
3,Llarena  E,RC2,9,Latvia,14,630.3
18,Battistoll,RC2,9,Latvia,15,639.2
16,László  Ma,RC2,9,Latvia,16,646.9
19,Kołtun  J.,RC2,9,Latvia,17,650.6
56,Laskowski ,RC3,9,Latvia,18,654.6
22,Armstrong ,RC3,9,Latvia,19,654.7
23,Matulka  J,RC3,9,Latvia,20,662.2
12,Rådström  ,RC2,9,Latvia,21,669.4
25,Soria  Pau,RC3,9,Latvia,22,670.2
50,Tiramani  ,RC2,9,Latvia,23,671.2
53,Terlecki  ,RC2,9,Latvia,24,671.6
52,Mauro  Ale,RC2,9,Latvia,25,675.0
57,Kelly  Eam,RC3,9,Latvia,26,679.8
24,Parys  Pio,RC3,9,Latvia,27,680.8
20,Cuzma  Bog,RC2,9,Latvia,28,696.8
21,Bertolotti,RC2,9,Latvia,29,701.1
54,Potiiko  S,RC2,9,Latvia,30,702.3
27,Maior  Nor,RC4,9,Latvia,31,704.8
34,Schulz  Ti,RC4,9,Latvia,32,706.1
31,McRae  Max,RC4,9,Latvia,33,707.9
58,Fontana  M,RC4,9,Latvia,34,708.0
44,Tiits  M. ,RC4,9,Latvia,35,710.7
51,Uger  Serg,RC2,9,Latvia,36,711.1
26,Nore  Ola ,RC4,9,Latvia,37,717.1
55,Korzun  An,RC2,9,Latvia,38,717.6
35,Johansson ,RC4,9,Latvia,39,721.0
49,Otake  Nao,RC4,9,Latvia,40,722.0
48,Yamamoto  ,RC4,9,Latvia,41,724.0
28,Hansen  Vi,RC4,9,Latvia,42,732.0
46,Hangodi  B,RC4,9,Latvia,43,735.6
60,Orgus  Kei,RC4,9,Latvia,44,739.5
33,Zanin  Mat,RC4,9,Latvia,45,741.5
32,Raftery  A,RC4,9,Latvia,46,750.7
29,Daprà  Rob,RC4,9,Latvia,47,756.9
61,Zakmans  I,RC2,9,Latvia,48,758.3
45,Kreuter  N,RC4,9,Latvia,49,763.3
36,Andersson ,RC4,9,Latvia,50,768.5
41,Kramer  A.,RC4,9,Latvia,51,771.2
39,Noller  Re,RC4,9,Latvia,52,781.9
5,Sesks  M. ,RC2,10,Latvia,1,564.1
1,Paddon  Ha,RC2,10,Latvia,2,564.1
9,McErlean  ,RC2,10,Latvia,3,566.6
10,Mareš  Fil,RC2,10,Latvia,4,570.9
6,Franceschi,RC2,10,Latvia,5,571.6
2,Østberg  M,RC2,10,Latvia,6,573.7
7,Heikkilä  ,RC2,10,Latvia,7,574.1
11,Cais  Erik,RC2,10,Latvia,8,574.6
15,Campedelli,RC2,10,Latvia,9,576.7
4,Mabellini ,RC2,10,Latvia,10,577.0
8,Linnamäe  ,RC2,10,Latvia,11,578.5
3,Llarena  E,RC2,10,Latvia,12,579.5
14,Virves  Ro,RC2,10,Latvia,13,584.0
12,Rådström  ,RC2,10,Latvia,14,584.9
18,Battistoll,RC2,10,Latvia,15,586.1
17,Pryce  Osi,RC2,10,Latvia,16,588.0
16,László  Ma,RC2,10,Latvia,17,588.7
19,Kołtun  J.,RC2,10,Latvia,18,593.1
22,Armstrong ,RC3,10,Latvia,19,597.0
56,Laskowski ,RC3,10,Latvia,20,599.5
25,Soria  Pau,RC3,10,Latvia,21,603.7
23,Matulka  J,RC3,10,Latvia,22,604.6
53,Terlecki  ,RC2,10,Latvia,23,609.9
24,Parys  Pio,RC3,10,Latvia,24,615.9
20,Cuzma  Bog,RC2,10,Latvia,25,618.6
57,Kelly  Eam,RC3,10,Latvia,26,618.8
52,Mauro  Ale,RC2,10,Latvia,27,619.4
55,Korzun  An,RC2,10,Latvia,28,624.2
54,Potiiko  S,RC2,10,Latvia,29,629.5
