Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec
Manetas Giorgo,C4,6,Olympiako,19-05-2024,Gravel,Greek Championship,16,774.09
Tsagarakis A. ,C3,6,Olympiako,19-05-2024,Gravel,Greek Championship,17,780.8
Davaris Nikos ,C2,6,Olympiako,19-05-2024,Gravel,Greek Championship,18,781.25
Giannakopoulos,C5,6,Olympiako,19-05-2024,Gravel,Greek Championship,19,782.84
Michalopoulos ,C6,6,Olympiako,19-05-2024,Gravel,Greek Championship,20,789.43
Giokaris S.  -,C6,6,Olympiako,19-05-2024,Gravel,Greek Championship,21,802.01
Lymperis A.  -,C2,6,Olympiako,19-05-2024,Gravel,Greek Championship,22,807.48
Bris Panagioti,C3,6,Olympiako,19-05-2024,Gravel,Greek Championship,23,809.34
Pateas A.  - P,C6,6,Olympiako,19-05-2024,Gravel,Greek Championship,24,810.4
Chatzigakis Gi,C3,6,Olympiako,19-05-2024,Gravel,Greek Championship,25,825.61
Sotiropoulos N,C6,6,Olympiako,19-05-2024,Gravel,Greek Championship,26,840.4
Vassilopoulos ,2,6,Olympiako,19-05-2024,Gravel,Greek Championship,27,843.61
Mavraganis A. ,C4,6,Olympiako,19-05-2024,Gravel,Greek Championship,28,844.05
Mourikis A.  -,C3,6,Olympiako,19-05-2024,Gravel,Greek Championship,29,858.98
Dimakopoulos K,C4,6,Olympiako,19-05-2024,Gravel,Greek Championship,30,860.94
Katevas D.  - ,C6,6,Olympiako,19-05-2024,Gravel,Greek Championship,31,889.88
Tzilavis Savva,2,6,Olympiako,19-05-2024,Gravel,Greek Championship,32,912.86
Lathouris Pana,C4,6,Olympiako,19-05-2024,Gravel,Greek Championship,33,969.25
