Pos.,No,Crew,Gr/Cl,ss_time,Diff,Speed,ss
25,#37,Bulacia B.  - Coronado Jiménez A. Škoda Fabia RS Rally2,RC2,6:45.1,+47.3 +  0.1,126.3 3.33,3
26,#44,Ciamin Nicolas  - Roche Yannick Volkswagen Polo GTI R5,RC2,6:45.5,+47.7 +  0.4,126.2 3.36,3
27,#40,Munster Grégoire  - Louka Louis Ford Fiesta Rally2,RC2,6:45.7,+47.9 +  0.2,126.1 3.37,3
28,#65,Rytkönen Anssi  - Koskela J. Škoda Fabia R5,RC2,6:53.8,+56.0 +  8.1,123.6 3.94,3
29,#38,Fernández Emilio  - Odriozola B. Škoda Fabia Rally2 evo,RC2,6:55.3,+57.5 +  1.5,123.2 4.05,3
30,#20,Rossel Yohan  - Dunand Arnaud Citroën C3 Rally2,RC2,6:56.5,+58.7 +  1.2,122.8 4.13,3
31,#57,Kallio Jesse  - Lindberg Jussi Ford Fiesta Rally3,RC3,6:56.8,+59.0 +  0.3,122.7 4.15,3
32,#53,Korhola Benjamin  - Kelander Pekka Ford Fiesta Rally3,RC3,6:57.4,+59.6 +  0.6,122.6 4.19,3
33,#58,Nieminen Kristian  - Nieminen V. Ford Fiesta Rally3,RC3,7:00.1,+1:02.3 +  2.7,121.8 4.38,3
34,#55,Türkkan Ali  - Erdener Burak Ford Fiesta Rally3,RC3,7:04.9,+1:07.1 +  4.8,120.4 4.72,3
35,#46,Villanueva A.  - Murado González J. Škoda Fabia RS Rally2,RC2,7:06.2,+1:08.4 +  1.3,120.0 4.81,3
36,#48,Kelly Eamonn  - Mohan Conor Hyundai i20 N Rally2,RC2,7:12.6,+1:14.8 +  6.4,118.3 5.26,3
37,#71,Yamamoto Yuki  - Teiskonen Miika Renault Clio Rally4,RC4,7:13.2,+1:15.4 +  0.6,118.1 5.31,3
38,#59,Timonen Henri  - Kärpijoki Jussi Ford Fiesta Rally3,RC3,7:14.9,+1:17.1 +  1.7,117.6 5.43,3
