No.,Crew,Group,ss,Race,cou,time_SS_sec
78,Salin  Dan,RC2,6,Finland,55,459.0
80,Hytönen  K,RC4,6,Finland,56,475.1
81,Kaisanlaht,RC4,6,Finland,57,484.5
82,Hiltunen  ,RC4,6,Finland,58,497.0
4,Lappi  Esa,RC1,6,Finland,59,940.5
7,Loubet  P.,RC1,6,Finland,60,940.5
31,Virves  Ro,RC2,6,Finland,61,956.7
64,Borodin  P,RC3,6,Finland,62,985.3
69,Rovanperä ,RC1,7,Finland,1,365.7
33,Evans  Elf,RC1,7,Finland,2,366.1
18,Katsuta  T,RC1,7,Finland,3,367.6
11,Neuville  ,RC1,7,Finland,4,368.2
3,Suninen  T,RC1,7,Finland,5,368.4
97,Latvala  J,RC1,7,Finland,6,379.7
28,Huttunen  ,RC2,7,Finland,7,387.1
27,Pajari  Sa,RC2,7,Finland,8,388.0
21,Solberg  O,RC2,7,Finland,9,388.4
25,Gryazin  N,RC2,7,Finland,10,389.0
26,Fourmaux  ,RC2,7,Finland,11,391.7
30,Heikkilä  ,RC2,7,Finland,12,391.7
24,Mikkelsen ,RC2,7,Finland,13,392.3
34,Linnamäe  ,RC2,7,Finland,14,393.4
22,Greensmith,RC2,7,Finland,15,393.9
32,Bulacia  M,RC2,7,Finland,16,394.0
52,Korhonen  ,RC2,7,Finland,17,394.4
29,Joona  Lau,RC2,7,Finland,18,395.4
36,Marczyk  M,RC2,7,Finland,19,396.1
35,Zaldivar  ,RC2,7,Finland,20,396.7
37,Bulacia  B,RC2,7,Finland,21,397.1
23,Lindholm  ,RC2,7,Finland,22,397.5
44,Ciamin  Ni,RC2,7,Finland,23,399.0
39,McErlean  ,RC2,7,Finland,24,400.1
40,Munster  G,RC2,7,Finland,25,403.3
41,Tahko  Rik,RC2,7,Finland,26,403.8
38,Fernàndez ,RC2,7,Finland,27,407.0
20,Rossel  Yo,RC2,7,Finland,28,409.7
65,Rytkönen  ,RC2,7,Finland,29,410.6
48,Kelly  Eam,RC2,7,Finland,30,418.4
53,Korhola  B,RC3,7,Finland,31,419.7
46,Villanueva,RC2,7,Finland,32,426.3
57,Kallio  Je,RC3,7,Finland,33,427.2
56,Kohn  Fili,RC3,7,Finland,34,434.8
71,Yamamoto  ,RC4,7,Finland,35,441.0
68,Manninen  ,RC3,7,Finland,36,442.6
55,Türkkan  A,RC3,7,Finland,37,443.0
72,Kogure  Hi,RC4,7,Finland,38,446.5
74,Fontana  M,RC4,7,Finland,39,447.7
45,Jylhä  Tom,RC2,7,Finland,40,449.6
59,Timonen  H,RC3,7,Finland,41,452.4
75,Cartier  V,RC2,7,Finland,42,454.8
66,Tuuri  Jar,RC2,7,Finland,43,463.2
61,Laakso  Vi,RC3,7,Finland,44,468.8
70,Räikkönen ,RC4,7,Finland,45,470.2
76,Rowley  Pa,RC2,7,Finland,46,478.2
63,Paciorkows,RC3,7,Finland,47,479.3
60,Cumiskey  ,RC3,7,Finland,48,481.1
67,McCormack ,RC2,7,Finland,49,487.7
62,Vihtari  T,RC3,7,Finland,50,488.4
79,Coyne  Joh,RC2,7,Finland,51,494.1
77,Strobl  A.,RC2,7,Finland,52,502.8
78,Salin  Dan,RC2,7,Finland,53,506.0
49,Díaz Aboit,RC2,7,Finland,54,509.0
81,Kaisanlaht,RC4,7,Finland,55,535.2
4,Lappi  Esa,RC1,7,Finland,56,965.7
7,Loubet  P.,RC1,7,Finland,57,965.7
64,Borodin  P,RC3,7,Finland,58,1019.7
73,Otake  Nao,RC4,7,Finland,59,1041.0
80,Hytönen  K,RC4,7,Finland,60,1041.0
82,Hiltunen  ,RC4,7,Finland,61,1041.0
11,Neuville  ,RC1,8,Finland,1,419.6
33,Evans  Elf,RC1,8,Finland,2,421.7
18,Katsuta  T,RC1,8,Finland,3,422.6
3,Suninen  T,RC1,8,Finland,4,424.1
97,Latvala  J,RC1,8,Finland,5,429.1
27,Pajari  Sa,RC2,8,Finland,6,443.1
28,Huttunen  ,RC2,8,Finland,7,444.4
25,Gryazin  N,RC2,8,Finland,8,446.1
52,Korhonen  ,RC2,8,Finland,9,446.6
26,Fourmaux  ,RC2,8,Finland,10,447.2
23,Lindholm  ,RC2,8,Finland,11,447.3
34,Linnamäe  ,RC2,8,Finland,12,449.1
24,Mikkelsen ,RC2,8,Finland,13,449.3
32,Bulacia  M,RC2,8,Finland,14,449.4
37,Bulacia  B,RC2,8,Finland,15,451.0
22,Greensmith,RC2,8,Finland,16,451.6
29,Joona  Lau,RC2,8,Finland,17,451.8
36,Marczyk  M,RC2,8,Finland,18,452.5
30,Heikkilä  ,RC2,8,Finland,19,452.6
39,McErlean  ,RC2,8,Finland,20,453.2
21,Solberg  O,RC2,8,Finland,21,453.5
44,Ciamin  Ni,RC2,8,Finland,22,456.6
40,Munster  G,RC2,8,Finland,23,456.7
35,Zaldivar  ,RC2,8,Finland,24,458.3
20,Rossel  Yo,RC2,8,Finland,25,461.9
41,Tahko  Rik,RC2,8,Finland,26,464.7
65,Rytkönen  ,RC2,8,Finland,27,466.7
48,Kelly  Eam,RC2,8,Finland,28,471.5
53,Korhola  B,RC3,8,Finland,29,476.5
38,Fernàndez ,RC2,8,Finland,30,476.7
57,Kallio  Je,RC3,8,Finland,31,479.7
56,Kohn  Fili,RC3,8,Finland,32,492.3
46,Villanueva,RC2,8,Finland,33,493.2
55,Türkkan  A,RC3,8,Finland,34,493.4
71,Yamamoto  ,RC4,8,Finland,35,500.4
75,Cartier  V,RC2,8,Finland,36,500.9
72,Kogure  Hi,RC4,8,Finland,37,504.0
59,Timonen  H,RC3,8,Finland,38,505.0
45,Jylhä  Tom,RC2,8,Finland,39,505.8
68,Manninen  ,RC3,8,Finland,40,511.2
66,Tuuri  Jar,RC2,8,Finland,41,516.7
70,Räikkönen ,RC4,8,Finland,42,520.9
74,Fontana  M,RC4,8,Finland,43,526.2
63,Paciorkows,RC3,8,Finland,44,531.1
76,Rowley  Pa,RC2,8,Finland,45,533.3
60,Cumiskey  ,RC3,8,Finland,46,538.9
62,Vihtari  T,RC3,8,Finland,47,539.2
61,Laakso  Vi,RC3,8,Finland,48,545.7
77,Strobl  A.,RC2,8,Finland,49,546.3
67,McCormack ,RC2,8,Finland,50,546.5
79,Coyne  Joh,RC2,8,Finland,51,548.0
78,Salin  Dan,RC2,8,Finland,52,561.4
49,Díaz Aboit,RC2,8,Finland,53,569.5
81,Kaisanlaht,RC4,8,Finland,54,591.7
4,Lappi  Esa,RC1,8,Finland,55,1019.6
7,Loubet  P.,RC1,8,Finland,56,1019.6
69,Rovanperä ,RC1,8,Finland,57,1019.6
64,Borodin  P,RC3,8,Finland,58,1076.5
73,Otake  Nao,RC4,8,Finland,59,1100.4
82,Hiltunen  ,RC4,8,Finland,60,1100.4
11,Neuville  ,RC1,9,Finland,1,260.7
18,Katsuta  T,RC1,9,Finland,2,261.9
33,Evans  Elf,RC1,9,Finland,3,261.9
3,Suninen  T,RC1,9,Finland,4,264.1
97,Latvala  J,RC1,9,Finland,5,267.3
21,Solberg  O,RC2,9,Finland,6,276.1
30,Heikkilä  ,RC2,9,Finland,7,278.8
28,Huttunen  ,RC2,9,Finland,8,278.9
25,Gryazin  N,RC2,9,Finland,9,279.4
24,Mikkelsen ,RC2,9,Finland,10,279.9
32,Bulacia  M,RC2,9,Finland,11,280.3
34,Linnamäe  ,RC2,9,Finland,12,280.3
36,Marczyk  M,RC2,9,Finland,13,280.9
22,Greensmith,RC2,9,Finland,14,281.4
39,McErlean  ,RC2,9,Finland,15,281.6
52,Korhonen  ,RC2,9,Finland,16,281.7
26,Fourmaux  ,RC2,9,Finland,17,281.9
29,Joona  Lau,RC2,9,Finland,18,282.1
35,Zaldivar  ,RC2,9,Finland,19,282.9
40,Munster  G,RC2,9,Finland,20,283.3
44,Ciamin  Ni,RC2,9,Finland,21,283.9
20,Rossel  Yo,RC2,9,Finland,22,284.2
23,Lindholm  ,RC2,9,Finland,23,285.0
37,Bulacia  B,RC2,9,Finland,24,285.4
38,Fernàndez ,RC2,9,Finland,25,286.4
27,Pajari  Sa,RC2,9,Finland,26,289.9
65,Rytkönen  ,RC2,9,Finland,27,291.0
48,Kelly  Eam,RC2,9,Finland,28,292.8
41,Tahko  Rik,RC2,9,Finland,29,295.1
53,Korhola  B,RC3,9,Finland,30,299.2
46,Villanueva,RC2,9,Finland,31,300.1
57,Kallio  Je,RC3,9,Finland,32,303.5
55,Türkkan  A,RC3,9,Finland,33,303.9
