Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec
Frantzeskakis ,C3 F2,8,Kritis,21-22/10/2023,Tarmac,Championship,7,306.23
Kazanas Dimitr,C2,8,Kritis,21-22/10/2023,Tarmac,Championship,8,306.96
Nikolidakis I.,C5 F2,8,Kritis,21-22/10/2023,Tarmac,Championship,9,310.02
Perakis A.  - ,C4 F2,8,Kritis,21-22/10/2023,Tarmac,Championship,10,318.28
Kakepakis Gian,C6 F2,8,Kritis,21-22/10/2023,Tarmac,Championship,11,318.62
Mihailakis S. ,C3 F2,8,Kritis,21-22/10/2023,Tarmac,Championship,12,320.95
Kafetzakis I. ,C5 F2,8,Kritis,21-22/10/2023,Tarmac,Championship,13,324.94
Maragakis Andr,C4 F2,8,Kritis,21-22/10/2023,Tarmac,Championship,14,326.49
Gobakis Lefter,C3 F2,8,Kritis,21-22/10/2023,Tarmac,Championship,15,327.51
Polias Mihalis,C5 F2,8,Kritis,21-22/10/2023,Tarmac,Championship,16,330.83
Stamatakis S. ,C6 F2,8,Kritis,21-22/10/2023,Tarmac,Championship,17,337.58
Poulakis Mihal,C6 F2,8,Kritis,21-22/10/2023,Tarmac,Championship,18,345.88
Manouskos Niko,C6 F2,8,Kritis,21-22/10/2023,Tarmac,Championship,19,348.32
Kapsalakis D. ,C3 F2,8,Kritis,21-22/10/2023,Tarmac,Championship,20,352.43
Massialas Vage,C6 F2,8,Kritis,21-22/10/2023,Tarmac,Championship,21,363.65
Stivaktakis Ar,C6 F2,8,Kritis,21-22/10/2023,Tarmac,Championship,22,386.89
