,Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec,min_time_Gr,min_time,diff,diff_G,diff_G%,SS.
133,Benoukas Marin,C6 F2,5,Palladio,2/12/2023,Tarmac,Cup,12,355.35,349.74,324.18,31.170000000000016,5.610000000000014,1.6040487219077069,05
134,Stamatakis S. ,C6 F2,5,Palladio,2/12/2023,Tarmac,Cup,14,357.04,349.74,324.18,32.860000000000014,7.300000000000011,2.0872648252987966,05
135,Chrissafi Mari,C6 F2,5,Palladio,2/12/2023,Tarmac,Cup,26,461.18,349.74,324.18,137.0,111.44,31.86367015497226,05
141,Avgeropoulos C,C4 F2,6,Palladio,2/12/2023,Tarmac,Cup,1,236.95,236.95,236.95,0.0,0.0,0.0,06
142,Kalaitzian I. ,C4 F2,6,Palladio,2/12/2023,Tarmac,Cup,11,262.31,236.95,236.95,25.360000000000014,25.360000000000014,10.702679890272215,06
144,Moschos A.  - ,C3 F2,6,Palladio,2/12/2023,Tarmac,Cup,3,249.43,249.43,236.95,12.480000000000018,0.0,0.0,06
145,Kapralos D.  -,C3 F2,6,Palladio,2/12/2023,Tarmac,Cup,5,254.8,249.43,236.95,17.850000000000023,5.3700000000000045,2.1529086316802326,06
146,Margaronis A. ,C3 F2,6,Palladio,2/12/2023,Tarmac,Cup,10,262.24,249.43,236.95,25.29000000000002,12.810000000000002,5.135709417471836,06
147,Kandiliotis V.,C3 F2,6,Palladio,2/12/2023,Tarmac,Cup,12,263.62,249.43,236.95,26.670000000000016,14.189999999999998,5.688970853546084,06
148,Pakkos F.  - P,C3 F2,6,Palladio,2/12/2023,Tarmac,Cup,24,313.32,249.43,236.95,76.37,63.889999999999986,25.61440083390129,06
152,Karathanassis ,C5 F2,6,Palladio,2/12/2023,Tarmac,Cup,6,255.55,255.55,236.95,18.600000000000023,0.0,0.0,06
153,Zois Dimitris ,C5 F2,6,Palladio,2/12/2023,Tarmac,Cup,15,269.93,255.55,236.95,32.98000000000002,14.379999999999995,5.627078849540205,06
154,Kondilis Panag,C5 F2,6,Palladio,2/12/2023,Tarmac,Cup,23,313.15,255.55,236.95,76.19999999999999,57.599999999999966,22.539620426531,06
155,Rekkas Viktora,C6 F2,6,Palladio,2/12/2023,Tarmac,Cup,7,259.24,259.24,236.95,22.29000000000002,0.0,0.0,06
156,Benoukas Marin,C6 F2,6,Palladio,2/12/2023,Tarmac,Cup,8,261.02,259.24,236.95,24.069999999999993,1.7799999999999727,0.6866224348094324,06
157,Rekkas Panange,C6 F2,6,Palladio,2/12/2023,Tarmac,Cup,9,261.16,259.24,236.95,24.210000000000036,1.920000000000016,0.7406264465360345,06
158,Tiros Nikos  -,C6 F2,6,Palladio,2/12/2023,Tarmac,Cup,13,263.65,259.24,236.95,26.69999999999999,4.409999999999968,1.701126369387428,06
159,Stamatakis S. ,C6 F2,6,Palladio,2/12/2023,Tarmac,Cup,14,266.23,259.24,236.95,29.28000000000003,6.990000000000009,2.6963431569202316,06
160,Chrissafi Mari,C6 F2,6,Palladio,2/12/2023,Tarmac,Cup,25,326.58,259.24,236.95,89.63,67.33999999999997,25.975929640487568,06
