Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec,min_time,SS.
Stamatak,C6 F2,4,Kentavros,14/5/2023,Tarmac,Championship,24,698.35,564.65,Kentavros_04
Manousko,C6 F2,4,Kentavros,14/5/2023,Tarmac,Championship,25,702.05,564.65,Kentavros_04
Massiala,C6 F2,4,Kentavros,14/5/2023,Tarmac,Championship,26,705.55,564.65,Kentavros_04
Figioris,C3 F2,4,Kentavros,14/5/2023,Tarmac,Championship,27,715.84,564.65,Kentavros_04
Diamanti,C4 F2,4,Kentavros,14/5/2023,Tarmac,Championship,28,724.91,564.65,Kentavros_04
Baxevana,C6 F2,4,Kentavros,14/5/2023,Tarmac,Championship,29,731.41,564.65,Kentavros_04
Anastasi,C5 F2,4,Kentavros,14/5/2023,Tarmac,Championship,30,745.36,564.65,Kentavros_04
Michail ,C5 F2,4,Kentavros,14/5/2023,Tarmac,Championship,31,,564.65,Kentavros_04
Tsitsigi,C5 F2,4,Kentavros,14/5/2023,Tarmac,Championship,32,,564.65,Kentavros_04
Mossios ,C6 F2,4,Kentavros,14/5/2023,Tarmac,Championship,33,,564.65,Kentavros_04
Tiros Ni,C6 F2,4,Kentavros,14/5/2023,Tarmac,Championship,34,,564.65,Kentavros_04
Tsouloft,C1,5,Kentavros,14/5/2023,Tarmac,Championship,1,353.5,353.5,Kentavros_05
Peroulak,C2,5,Kentavros,14/5/2023,Tarmac,Championship,2,368.67,353.5,Kentavros_05
Ktistaki,C3 F2,5,Kentavros,14/5/2023,Tarmac,Championship,3,375.56,353.5,Kentavros_05
Argiriou,C2,5,Kentavros,14/5/2023,Tarmac,Championship,4,378.39,353.5,Kentavros_05
Gerodimo,C2,5,Kentavros,14/5/2023,Tarmac,Championship,5,382.62,353.5,Kentavros_05
Korakas ,C2,5,Kentavros,14/5/2023,Tarmac,Championship,6,383.93,353.5,Kentavros_05
Mihos Di,C3 F2,5,Kentavros,14/5/2023,Tarmac,Championship,7,391.91,353.5,Kentavros_05
Konstant,C3 F2,5,Kentavros,14/5/2023,Tarmac,Championship,8,392.88,353.5,Kentavros_05
Stergiad,C5 F2,5,Kentavros,14/5/2023,Tarmac,Championship,9,398.63,353.5,Kentavros_05
Nomikos ,C1,5,Kentavros,14/5/2023,Tarmac,Championship,10,400.79,353.5,Kentavros_05
Titakis ,C3 F2,5,Kentavros,14/5/2023,Tarmac,Championship,11,403.17,353.5,Kentavros_05
Vergozis,C5 F2,5,Kentavros,14/5/2023,Tarmac,Championship,12,405.28,353.5,Kentavros_05
Vatsos N,C3 F2,5,Kentavros,14/5/2023,Tarmac,Championship,13,407.44,353.5,Kentavros_05
Koutsodi,C6 F2,5,Kentavros,14/5/2023,Tarmac,Championship,14,411.62,353.5,Kentavros_05
Perakis ,C4 F2,5,Kentavros,14/5/2023,Tarmac,Championship,15,412.41,353.5,Kentavros_05
Avramidi,C6 F2,5,Kentavros,14/5/2023,Tarmac,Championship,16,413.19,353.5,Kentavros_05
Skoulari,C3 F2,5,Kentavros,14/5/2023,Tarmac,Championship,17,415.82,353.5,Kentavros_05
Giannoul,C5 F2,5,Kentavros,14/5/2023,Tarmac,Championship,18,420.13,353.5,Kentavros_05
Anagnost,C4 F2,5,Kentavros,14/5/2023,Tarmac,Championship,19,431.17,353.5,Kentavros_05
Vastardi,C3 F2,5,Kentavros,14/5/2023,Tarmac,Championship,20,434.39,353.5,Kentavros_05
Massiala,C6 F2,5,Kentavros,14/5/2023,Tarmac,Championship,21,438.86,353.5,Kentavros_05
Manousko,C6 F2,5,Kentavros,14/5/2023,Tarmac,Championship,22,447.01,353.5,Kentavros_05
Baxevana,C6 F2,5,Kentavros,14/5/2023,Tarmac,Championship,23,462.23,353.5,Kentavros_05
Figioris,C3 F2,5,Kentavros,14/5/2023,Tarmac,Championship,24,464.73,353.5,Kentavros_05
Diamanti,C4 F2,5,Kentavros,14/5/2023,Tarmac,Championship,25,467.09,353.5,Kentavros_05
Anastasi,C5 F2,5,Kentavros,14/5/2023,Tarmac,Championship,26,486.72,353.5,Kentavros_05
Xenokost,C3 F2,5,Kentavros,14/5/2023,Tarmac,Championship,27,501.61,353.5,Kentavros_05
Moschos ,C3 F2,5,Kentavros,14/5/2023,Tarmac,Championship,28,,353.5,Kentavros_05
Michail ,C5 F2,5,Kentavros,14/5/2023,Tarmac,Championship,29,,353.5,Kentavros_05
Tsitsigi,C5 F2,5,Kentavros,14/5/2023,Tarmac,Championship,30,,353.5,Kentavros_05
Stamatak,C6 F2,5,Kentavros,14/5/2023,Tarmac,Championship,31,,353.5,Kentavros_05
Mossios ,C6 F2,5,Kentavros,14/5/2023,Tarmac,Championship,32,,353.5,Kentavros_05
Tiros Ni,C6 F2,5,Kentavros,14/5/2023,Tarmac,Championship,33,,353.5,Kentavros_05
Tsouloft,C1,6,Kentavros,14/5/2023,Tarmac,Championship,1,162.54,162.54,Kentavros_06
Peroulak,C2,6,Kentavros,14/5/2023,Tarmac,Championship,2,171.02,162.54,Kentavros_06
Argiriou,C2,6,Kentavros,14/5/2023,Tarmac,Championship,3,173.85,162.54,Kentavros_06
Korakas ,C2,6,Kentavros,14/5/2023,Tarmac,Championship,4,174.4,162.54,Kentavros_06
Ktistaki,C3 F2,6,Kentavros,14/5/2023,Tarmac,Championship,5,174.62,162.54,Kentavros_06
Gerodimo,C2,6,Kentavros,14/5/2023,Tarmac,Championship,6,174.77,162.54,Kentavros_06
Mihos Di,C3 F2,6,Kentavros,14/5/2023,Tarmac,Championship,7,178.38,162.54,Kentavros_06
Konstant,C3 F2,6,Kentavros,14/5/2023,Tarmac,Championship,8,181.21,162.54,Kentavros_06
Avramidi,C6 F2,6,Kentavros,14/5/2023,Tarmac,Championship,9,183.64,162.54,Kentavros_06
Titakis ,C3 F2,6,Kentavros,14/5/2023,Tarmac,Championship,10,183.79,162.54,Kentavros_06
Skoulari,C3 F2,6,Kentavros,14/5/2023,Tarmac,Championship,11,185.33,162.54,Kentavros_06
Stergiad,C5 F2,6,Kentavros,14/5/2023,Tarmac,Championship,12,186.53,162.54,Kentavros_06
Koutsodi,C6 F2,6,Kentavros,14/5/2023,Tarmac,Championship,13,186.74,162.54,Kentavros_06
Nomikos ,C1,6,Kentavros,14/5/2023,Tarmac,Championship,14,187.83,162.54,Kentavros_06
Perakis ,C4 F2,6,Kentavros,14/5/2023,Tarmac,Championship,15,189.01,162.54,Kentavros_06
Vergozis,C5 F2,6,Kentavros,14/5/2023,Tarmac,Championship,16,189.94,162.54,Kentavros_06
Vatsos N,C3 F2,6,Kentavros,14/5/2023,Tarmac,Championship,17,190.1,162.54,Kentavros_06
Giannoul,C5 F2,6,Kentavros,14/5/2023,Tarmac,Championship,18,193.33,162.54,Kentavros_06
Vastardi,C3 F2,6,Kentavros,14/5/2023,Tarmac,Championship,19,195.61,162.54,Kentavros_06
Anagnost,C4 F2,6,Kentavros,14/5/2023,Tarmac,Championship,20,198.07,162.54,Kentavros_06
Massiala,C6 F2,6,Kentavros,14/5/2023,Tarmac,Championship,21,201.29,162.54,Kentavros_06
Manousko,C6 F2,6,Kentavros,14/5/2023,Tarmac,Championship,22,202.68,162.54,Kentavros_06
Diamanti,C4 F2,6,Kentavros,14/5/2023,Tarmac,Championship,23,211.1,162.54,Kentavros_06
Baxevana,C6 F2,6,Kentavros,14/5/2023,Tarmac,Championship,24,211.57,162.54,Kentavros_06
Figioris,C3 F2,6,Kentavros,14/5/2023,Tarmac,Championship,25,214.12,162.54,Kentavros_06
Anastasi,C5 F2,6,Kentavros,14/5/2023,Tarmac,Championship,26,221.79,162.54,Kentavros_06
Xenokost,C3 F2,6,Kentavros,14/5/2023,Tarmac,Championship,27,336.63,162.54,Kentavros_06
Moschos ,C3 F2,6,Kentavros,14/5/2023,Tarmac,Championship,28,,162.54,Kentavros_06
Michail ,C5 F2,6,Kentavros,14/5/2023,Tarmac,Championship,29,,162.54,Kentavros_06
Tsitsigi,C5 F2,6,Kentavros,14/5/2023,Tarmac,Championship,30,,162.54,Kentavros_06
Stamatak,C6 F2,6,Kentavros,14/5/2023,Tarmac,Championship,31,,162.54,Kentavros_06
Mossios ,C6 F2,6,Kentavros,14/5/2023,Tarmac,Championship,32,,162.54,Kentavros_06
Tiros Ni,C6 F2,6,Kentavros,14/5/2023,Tarmac,Championship,33,,162.54,Kentavros_06
Tsouloft,C1,7,Kentavros,14/5/2023,Tarmac,Championship,1,389.23,389.23,Kentavros_07
Peroulak,C2,7,Kentavros,14/5/2023,Tarmac,Championship,2,425.22,389.23,Kentavros_07
Argiriou,C2,7,Kentavros,14/5/2023,Tarmac,Championship,3,436.46,389.23,Kentavros_07
Gerodimo,C2,7,Kentavros,14/5/2023,Tarmac,Championship,4,439.19,389.23,Kentavros_07
Ktistaki,C3 F2,7,Kentavros,14/5/2023,Tarmac,Championship,5,451.55,389.23,Kentavros_07
Michail ,C5 F2,7,Kentavros,14/5/2023,Tarmac,Championship,6,458.66,389.23,Kentavros_07
Konstant,C3 F2,7,Kentavros,14/5/2023,Tarmac,Championship,7,475.51,389.23,Kentavros_07
Mihos Di,C3 F2,7,Kentavros,14/5/2023,Tarmac,Championship,8,475.56,389.23,Kentavros_07
Nomikos ,C1,7,Kentavros,14/5/2023,Tarmac,Championship,9,478.42,389.23,Kentavros_07
Titakis ,C3 F2,7,Kentavros,14/5/2023,Tarmac,Championship,10,482.0,389.23,Kentavros_07
Stamatak,C6 F2,7,Kentavros,14/5/2023,Tarmac,Championship,11,489.5,389.23,Kentavros_07
Tsitsigi,C5 F2,7,Kentavros,14/5/2023,Tarmac,Championship,12,491.83,389.23,Kentavros_07
Moschos ,C3 F2,7,Kentavros,14/5/2023,Tarmac,Championship,13,497.25,389.23,Kentavros_07
Koutsodi,C6 F2,7,Kentavros,14/5/2023,Tarmac,Championship,14,498.13,389.23,Kentavros_07
Stergiad,C5 F2,7,Kentavros,14/5/2023,Tarmac,Championship,15,505.96,389.23,Kentavros_07
Perakis ,C4 F2,7,Kentavros,14/5/2023,Tarmac,Championship,16,507.84,389.23,Kentavros_07
Vergozis,C5 F2,7,Kentavros,14/5/2023,Tarmac,Championship,17,518.68,389.23,Kentavros_07
Vatsos N,C3 F2,7,Kentavros,14/5/2023,Tarmac,Championship,18,524.23,389.23,Kentavros_07
Korakas ,C2,7,Kentavros,14/5/2023,Tarmac,Championship,19,524.97,389.23,Kentavros_07
Massiala,C6 F2,7,Kentavros,14/5/2023,Tarmac,Championship,20,526.29,389.23,Kentavros_07
Mossios ,C6 F2,7,Kentavros,14/5/2023,Tarmac,Championship,21,527.61,389.23,Kentavros_07
Manousko,C6 F2,7,Kentavros,14/5/2023,Tarmac,Championship,22,530.08,389.23,Kentavros_07
Anagnost,C4 F2,7,Kentavros,14/5/2023,Tarmac,Championship,23,533.8,389.23,Kentavros_07
Vastardi,C3 F2,7,Kentavros,14/5/2023,Tarmac,Championship,24,552.25,389.23,Kentavros_07
Giannoul,C5 F2,7,Kentavros,14/5/2023,Tarmac,Championship,25,560.33,389.23,Kentavros_07
Baxevana,C6 F2,7,Kentavros,14/5/2023,Tarmac,Championship,26,560.45,389.23,Kentavros_07
Anastasi,C5 F2,7,Kentavros,14/5/2023,Tarmac,Championship,27,562.73,389.23,Kentavros_07
Tiros Ni,C6 F2,7,Kentavros,14/5/2023,Tarmac,Championship,28,566.76,389.23,Kentavros_07
Figioris,C3 F2,7,Kentavros,14/5/2023,Tarmac,Championship,29,589.26,389.23,Kentavros_07
Diamanti,C4 F2,7,Kentavros,14/5/2023,Tarmac,Championship,30,600.36,389.23,Kentavros_07
Xenokost,C3 F2,7,Kentavros,14/5/2023,Tarmac,Championship,31,602.9,389.23,Kentavros_07
Tsouloft,C1,8,Kentavros,14/5/2023,Tarmac,Championship,1,386.14,386.14,Kentavros_08
Peroulak,C2,8,Kentavros,14/5/2023,Tarmac,Championship,2,415.2,386.14,Kentavros_08
Ktistaki,C3 F2,8,Kentavros,14/5/2023,Tarmac,Championship,3,415.24,386.14,Kentavros_08
Argiriou,C2,8,Kentavros,14/5/2023,Tarmac,Championship,4,417.7,386.14,Kentavros_08
Moschos ,C3 F2,8,Kentavros,14/5/2023,Tarmac,Championship,5,420.61,386.14,Kentavros_08
Gerodimo,C2,8,Kentavros,14/5/2023,Tarmac,Championship,6,422.06,386.14,Kentavros_08
Mihos Di,C3 F2,8,Kentavros,14/5/2023,Tarmac,Championship,7,425.84,386.14,Kentavros_08
Titakis ,C3 F2,8,Kentavros,14/5/2023,Tarmac,Championship,8,427.39,386.14,Kentavros_08
Konstant,C3 F2,8,Kentavros,14/5/2023,Tarmac,Championship,9,428.63,386.14,Kentavros_08
Korakas ,C2,8,Kentavros,14/5/2023,Tarmac,Championship,10,431.44,386.14,Kentavros_08
Michail ,C5 F2,8,Kentavros,14/5/2023,Tarmac,Championship,11,443.42,386.14,Kentavros_08
Koutsodi,C6 F2,8,Kentavros,14/5/2023,Tarmac,Championship,12,446.67,386.14,Kentavros_08
Nomikos ,C1,8,Kentavros,14/5/2023,Tarmac,Championship,13,449.24,386.14,Kentavros_08
Stergiad,C5 F2,8,Kentavros,14/5/2023,Tarmac,Championship,14,449.86,386.14,Kentavros_08
Tiros Ni,C6 F2,8,Kentavros,14/5/2023,Tarmac,Championship,15,450.31,386.14,Kentavros_08
Giannoul,C5 F2,8,Kentavros,14/5/2023,Tarmac,Championship,16,454.69,386.14,Kentavros_08
Tsitsigi,C5 F2,8,Kentavros,14/5/2023,Tarmac,Championship,17,455.07,386.14,Kentavros_08
Vergozis,C5 F2,8,Kentavros,14/5/2023,Tarmac,Championship,18,455.45,386.14,Kentavros_08
Perakis ,C4 F2,8,Kentavros,14/5/2023,Tarmac,Championship,19,457.78,386.14,Kentavros_08
Vatsos N,C3 F2,8,Kentavros,14/5/2023,Tarmac,Championship,20,464.73,386.14,Kentavros_08
Vastardi,C3 F2,8,Kentavros,14/5/2023,Tarmac,Championship,21,465.53,386.14,Kentavros_08
Anagnost,C4 F2,8,Kentavros,14/5/2023,Tarmac,Championship,22,477.63,386.14,Kentavros_08
Manousko,C6 F2,8,Kentavros,14/5/2023,Tarmac,Championship,23,497.36,386.14,Kentavros_08
Diamanti,C4 F2,8,Kentavros,14/5/2023,Tarmac,Championship,24,507.9,386.14,Kentavros_08
Massiala,C6 F2,8,Kentavros,14/5/2023,Tarmac,Championship,25,509.31,386.14,Kentavros_08
Anastasi,C5 F2,8,Kentavros,14/5/2023,Tarmac,Championship,26,513.83,386.14,Kentavros_08
Figioris,C3 F2,8,Kentavros,14/5/2023,Tarmac,Championship,27,531.36,386.14,Kentavros_08
Baxevana,C6 F2,8,Kentavros,14/5/2023,Tarmac,Championship,28,531.52,386.14,Kentavros_08
Stamatak,C6 F2,8,Kentavros,14/5/2023,Tarmac,Championship,29,561.49,386.14,Kentavros_08
Mossios ,C6 F2,8,Kentavros,14/5/2023,Tarmac,Championship,30,740.64,386.14,Kentavros_08
Tsouloft,C1,1,Livadia,2/4/2023,Gravel,cup,1,568.07,568.07,Livadia_01
Panteli ,C1,1,Livadia,2/4/2023,Gravel,cup,2,599.66,568.07,Livadia_01
Paradiss,C2,1,Livadia,2/4/2023,Gravel,cup,3,624.29,568.07,Livadia_01
Panteli ,C5 F2,1,Livadia,2/4/2023,Gravel,cup,4,643.31,568.07,Livadia_01
Tsakalos,C5 F2,1,Livadia,2/4/2023,Gravel,cup,5,654.93,568.07,Livadia_01
Davaris ,C2,1,Livadia,2/4/2023,Gravel,cup,6,668.3,568.07,Livadia_01
Antoniou,C3 F2,1,Livadia,2/4/2023,Gravel,cup,7,669.57,568.07,Livadia_01
Christod,C2,1,Livadia,2/4/2023,Gravel,cup,8,677.38,568.07,Livadia_01
Amoutzas,C3 F2,1,Livadia,2/4/2023,Gravel,cup,9,682.1,568.07,Livadia_01
Agathokl,C3 F2,1,Livadia,2/4/2023,Gravel,cup,10,688.96,568.07,Livadia_01
Chatziga,C3 F2,1,Livadia,2/4/2023,Gravel,cup,11,690.67,568.07,Livadia_01
Delaport,C5 F2,1,Livadia,2/4/2023,Gravel,cup,12,698.46,568.07,Livadia_01
Christod,4,1,Livadia,2/4/2023,Gravel,cup,13,699.13,568.07,Livadia_01
Rigas Gi,C3 F2,1,Livadia,2/4/2023,Gravel,cup,14,702.0,568.07,Livadia_01
Halivela,3 2000,1,Livadia,2/4/2023,Gravel,cup,15,703.62,568.07,Livadia_01
Xanthako,C2,1,Livadia,2/4/2023,Gravel,cup,16,707.6,568.07,Livadia_01
Paradiss,3 2000,1,Livadia,2/4/2023,Gravel,cup,17,709.46,568.07,Livadia_01
Halkias ,3 2000,1,Livadia,2/4/2023,Gravel,cup,18,710.72,568.07,Livadia_01
Athanaso,C5 F2,1,Livadia,2/4/2023,Gravel,cup,19,710.8,568.07,Livadia_01
Manetas ,C4 F2,1,Livadia,2/4/2023,Gravel,cup,20,712.15,568.07,Livadia_01
Berssis ,T,1,Livadia,2/4/2023,Gravel,cup,21,713.07,568.07,Livadia_01
Amaxopou,2 1600,1,Livadia,2/4/2023,Gravel,cup,22,716.23,568.07,Livadia_01
Basdelis,C3 F2,1,Livadia,2/4/2023,Gravel,cup,23,722.94,568.07,Livadia_01
Kalamara,C3 F2,1,Livadia,2/4/2023,Gravel,cup,24,727.97,568.07,Livadia_01
Avgeris ,C3 F2,1,Livadia,2/4/2023,Gravel,cup,25,731.49,568.07,Livadia_01
Koutsiko,3 1300,1,Livadia,2/4/2023,Gravel,cup,26,734.76,568.07,Livadia_01
Gazetas ,C6 F2,1,Livadia,2/4/2023,Gravel,cup,27,737.3,568.07,Livadia_01
Kassidop,3 1300,1,Livadia,2/4/2023,Gravel,cup,28,740.38,568.07,Livadia_01
Vorrias ,T1,1,Livadia,2/4/2023,Gravel,cup,29,740.93,568.07,Livadia_01
Manousko,C6 F2,1,Livadia,2/4/2023,Gravel,cup,30,742.66,568.07,Livadia_01
Vassilop,2 2000,1,Livadia,2/4/2023,Gravel,cup,31,747.93,568.07,Livadia_01
Giannako,C6 F2,1,Livadia,2/4/2023,Gravel,cup,32,749.18,568.07,Livadia_01
Mavragan,C4 F2,1,Livadia,2/4/2023,Gravel,cup,33,752.43,568.07,Livadia_01
Englezos,C6 F2,1,Livadia,2/4/2023,Gravel,cup,34,755.5,568.07,Livadia_01
Kanellop,C3 F2,1,Livadia,2/4/2023,Gravel,cup,35,764.07,568.07,Livadia_01
Kotsadam,C6 F2,1,Livadia,2/4/2023,Gravel,cup,36,765.15,568.07,Livadia_01
Pavli Ma,C6 F2,1,Livadia,2/4/2023,Gravel,cup,37,765.35,568.07,Livadia_01
Dodos Gi,4 1600,1,Livadia,2/4/2023,Gravel,cup,38,770.51,568.07,Livadia_01
Bakas Al,C5 F2,1,Livadia,2/4/2023,Gravel,cup,39,770.75,568.07,Livadia_01
Kourtess,C6 F2,1,Livadia,2/4/2023,Gravel,cup,40,772.31,568.07,Livadia_01
Melas D.,2,1,Livadia,2/4/2023,Gravel,cup,41,772.65,568.07,Livadia_01
Koutsouk,C4 F2,1,Livadia,2/4/2023,Gravel,cup,42,776.82,568.07,Livadia_01
Dedegika,3 2000,1,Livadia,2/4/2023,Gravel,cup,43,779.34,568.07,Livadia_01
Kofinas ,4 1600,1,Livadia,2/4/2023,Gravel,cup,44,788.35,568.07,Livadia_01
Papandre,4 1300,1,Livadia,2/4/2023,Gravel,cup,45,794.79,568.07,Livadia_01
Kansos P,4 2000,1,Livadia,2/4/2023,Gravel,cup,46,830.9,568.07,Livadia_01
Papadopo,C5 F2,1,Livadia,2/4/2023,Gravel,cup,47,861.44,568.07,Livadia_01
Ita Vita,C5 F2,1,Livadia,2/4/2023,Gravel,cup,48,864.6,568.07,Livadia_01
Ismailos,C2,1,Livadia,2/4/2023,Gravel,cup,49,1020.77,568.07,Livadia_01
Tsouloft,C1,2,Livadia,2/4/2023,Gravel,cup,1,559.87,559.87,Livadia_02
Panteli ,C1,2,Livadia,2/4/2023,Gravel,cup,2,586.6,559.87,Livadia_02
Paradiss,C2,2,Livadia,2/4/2023,Gravel,cup,3,610.07,559.87,Livadia_02
Ismailos,C2,2,Livadia,2/4/2023,Gravel,cup,4,615.8,559.87,Livadia_02
Panteli ,C5 F2,2,Livadia,2/4/2023,Gravel,cup,5,626.0,559.87,Livadia_02
Tsakalos,C5 F2,2,Livadia,2/4/2023,Gravel,cup,6,646.44,559.87,Livadia_02
Christod,C2,2,Livadia,2/4/2023,Gravel,cup,7,647.48,559.87,Livadia_02
Antoniou,C3 F2,2,Livadia,2/4/2023,Gravel,cup,8,652.64,559.87,Livadia_02
Amoutzas,C3 F2,2,Livadia,2/4/2023,Gravel,cup,9,656.35,559.87,Livadia_02
Davaris ,C2,2,Livadia,2/4/2023,Gravel,cup,10,656.41,559.87,Livadia_02
Delaport,C5 F2,2,Livadia,2/4/2023,Gravel,cup,11,656.8,559.87,Livadia_02
Chatziga,C3 F2,2,Livadia,2/4/2023,Gravel,cup,12,671.36,559.87,Livadia_02
Christod,4,2,Livadia,2/4/2023,Gravel,cup,13,679.53,559.87,Livadia_02
Athanaso,C5 F2,2,Livadia,2/4/2023,Gravel,cup,14,680.89,559.87,Livadia_02
Manetas ,C4 F2,2,Livadia,2/4/2023,Gravel,cup,15,681.04,559.87,Livadia_02
Agathokl,C3 F2,2,Livadia,2/4/2023,Gravel,cup,16,685.23,559.87,Livadia_02
Manousko,C6 F2,2,Livadia,2/4/2023,Gravel,cup,17,689.04,559.87,Livadia_02
Vorrias ,T1,2,Livadia,2/4/2023,Gravel,cup,18,691.16,559.87,Livadia_02
Paradiss,3 2000,2,Livadia,2/4/2023,Gravel,cup,19,693.92,559.87,Livadia_02
Englezos,C6 F2,2,Livadia,2/4/2023,Gravel,cup,20,697.02,559.87,Livadia_02
Kalamara,C3 F2,2,Livadia,2/4/2023,Gravel,cup,21,699.03,559.87,Livadia_02
Kanellop,C3 F2,2,Livadia,2/4/2023,Gravel,cup,22,699.05,559.87,Livadia_02
Gazetas ,C6 F2,2,Livadia,2/4/2023,Gravel,cup,23,700.5,559.87,Livadia_02
Berssis ,T,2,Livadia,2/4/2023,Gravel,cup,24,701.66,559.87,Livadia_02
Basdelis,C3 F2,2,Livadia,2/4/2023,Gravel,cup,25,702.22,559.87,Livadia_02
Amaxopou,2 1600,2,Livadia,2/4/2023,Gravel,cup,26,704.33,559.87,Livadia_02
Halivela,3 2000,2,Livadia,2/4/2023,Gravel,cup,27,706.23,559.87,Livadia_02
Melas D.,2,2,Livadia,2/4/2023,Gravel,cup,28,716.9,559.87,Livadia_02
Kotsadam,C6 F2,2,Livadia,2/4/2023,Gravel,cup,29,718.85,559.87,Livadia_02
Mavragan,C4 F2,2,Livadia,2/4/2023,Gravel,cup,30,720.17,559.87,Livadia_02
Halkias ,3 2000,2,Livadia,2/4/2023,Gravel,cup,31,720.95,559.87,Livadia_02
Kourtess,C6 F2,2,Livadia,2/4/2023,Gravel,cup,32,732.39,559.87,Livadia_02
Kassidop,3 1300,2,Livadia,2/4/2023,Gravel,cup,33,733.26,559.87,Livadia_02
Koutsiko,3 1300,2,Livadia,2/4/2023,Gravel,cup,34,736.67,559.87,Livadia_02
Dedegika,3 2000,2,Livadia,2/4/2023,Gravel,cup,35,744.99,559.87,Livadia_02
Koutsouk,C4 F2,2,Livadia,2/4/2023,Gravel,cup,36,745.3,559.87,Livadia_02
Dodos Gi,4 1600,2,Livadia,2/4/2023,Gravel,cup,37,748.14,559.87,Livadia_02
Vassilop,2 2000,2,Livadia,2/4/2023,Gravel,cup,38,753.67,559.87,Livadia_02
Kofinas ,4 1600,2,Livadia,2/4/2023,Gravel,cup,39,755.86,559.87,Livadia_02
Pavli Ma,C6 F2,2,Livadia,2/4/2023,Gravel,cup,40,756.83,559.87,Livadia_02
Papadopo,C5 F2,2,Livadia,2/4/2023,Gravel,cup,41,760.19,559.87,Livadia_02
Kansos P,4 2000,2,Livadia,2/4/2023,Gravel,cup,42,838.38,559.87,Livadia_02
Xanthako,C2,2,Livadia,2/4/2023,Gravel,cup,43,843.34,559.87,Livadia_02
Ita Vita,C5 F2,2,Livadia,2/4/2023,Gravel,cup,44,1313.87,559.87,Livadia_02
Giannako,C6 F2,2,Livadia,2/4/2023,Gravel,cup,45,1440.0,559.87,Livadia_02
Tsouloft,C1,3,Livadia,2/4/2023,Gravel,cup,1,564.22,564.22,Livadia_03
Panteli ,C1,3,Livadia,2/4/2023,Gravel,cup,2,590.43,564.22,Livadia_03
Paradiss,C2,3,Livadia,2/4/2023,Gravel,cup,3,605.54,564.22,Livadia_03
Ismailos,C2,3,Livadia,2/4/2023,Gravel,cup,4,611.2,564.22,Livadia_03
Panteli ,C5 F2,3,Livadia,2/4/2023,Gravel,cup,5,620.36,564.22,Livadia_03
Tsakalos,C5 F2,3,Livadia,2/4/2023,Gravel,cup,6,638.32,564.22,Livadia_03
Christod,C2,3,Livadia,2/4/2023,Gravel,cup,7,642.73,564.22,Livadia_03
Davaris ,C2,3,Livadia,2/4/2023,Gravel,cup,8,654.67,564.22,Livadia_03
Delaport,C5 F2,3,Livadia,2/4/2023,Gravel,cup,9,657.52,564.22,Livadia_03
Agathokl,C3 F2,3,Livadia,2/4/2023,Gravel,cup,10,665.83,564.22,Livadia_03
Chatziga,C3 F2,3,Livadia,2/4/2023,Gravel,cup,11,673.21,564.22,Livadia_03
Amoutzas,C3 F2,3,Livadia,2/4/2023,Gravel,cup,12,673.25,564.22,Livadia_03
Halivela,3 2000,3,Livadia,2/4/2023,Gravel,cup,13,677.37,564.22,Livadia_03
Athanaso,C5 F2,3,Livadia,2/4/2023,Gravel,cup,14,678.87,564.22,Livadia_03
Christod,4,3,Livadia,2/4/2023,Gravel,cup,15,681.03,564.22,Livadia_03
Manetas ,C4 F2,3,Livadia,2/4/2023,Gravel,cup,16,681.12,564.22,Livadia_03
Manousko,C6 F2,3,Livadia,2/4/2023,Gravel,cup,17,682.25,564.22,Livadia_03
Basdelis,C3 F2,3,Livadia,2/4/2023,Gravel,cup,18,683.8,564.22,Livadia_03
Amaxopou,2 1600,3,Livadia,2/4/2023,Gravel,cup,19,694.25,564.22,Livadia_03
Paradiss,3 2000,3,Livadia,2/4/2023,Gravel,cup,20,696.45,564.22,Livadia_03
Dedegika,3 2000,3,Livadia,2/4/2023,Gravel,cup,21,699.65,564.22,Livadia_03
Kanellop,C3 F2,3,Livadia,2/4/2023,Gravel,cup,22,700.08,564.22,Livadia_03
Kalamara,C3 F2,3,Livadia,2/4/2023,Gravel,cup,23,705.18,564.22,Livadia_03
Melas D.,2,3,Livadia,2/4/2023,Gravel,cup,24,705.55,564.22,Livadia_03
Mavragan,C4 F2,3,Livadia,2/4/2023,Gravel,cup,25,707.57,564.22,Livadia_03
Koutsiko,3 1300,3,Livadia,2/4/2023,Gravel,cup,26,708.34,564.22,Livadia_03
Kassidop,3 1300,3,Livadia,2/4/2023,Gravel,cup,27,719.54,564.22,Livadia_03
Kourtess,C6 F2,3,Livadia,2/4/2023,Gravel,cup,28,722.98,564.22,Livadia_03
Englezos,C6 F2,3,Livadia,2/4/2023,Gravel,cup,29,725.14,564.22,Livadia_03
Kotsadam,C6 F2,3,Livadia,2/4/2023,Gravel,cup,30,727.38,564.22,Livadia_03
Koutsouk,C4 F2,3,Livadia,2/4/2023,Gravel,cup,31,736.34,564.22,Livadia_03
Antoniou,C3 F2,3,Livadia,2/4/2023,Gravel,cup,32,746.82,564.22,Livadia_03
Pavli Ma,C6 F2,3,Livadia,2/4/2023,Gravel,cup,33,746.85,564.22,Livadia_03
Kofinas ,4 1600,3,Livadia,2/4/2023,Gravel,cup,34,750.08,564.22,Livadia_03
