Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec
Tsitsigiannis ,C5 F2,5,Kentavros,14/5/2023,Tarmac,Championship,30,
Stamatakis S. ,C6 F2,5,Kentavros,14/5/2023,Tarmac,Championship,31,
Mossios Ioanni,C6 F2,5,Kentavros,14/5/2023,Tarmac,Championship,32,
Tiros Nikos  -,C6 F2,5,Kentavros,14/5/2023,Tarmac,Championship,33,
Tsouloftas Ale,C1,6,Kentavros,14/5/2023,Tarmac,Championship,1,162.54
Peroulakis Geo,C2,6,Kentavros,14/5/2023,Tarmac,Championship,2,171.02
Argiriou Giorg,C2,6,Kentavros,14/5/2023,Tarmac,Championship,3,173.85
Korakas Kostas,C2,6,Kentavros,14/5/2023,Tarmac,Championship,4,174.4
Ktistakis Dimi,C3 F2,6,Kentavros,14/5/2023,Tarmac,Championship,5,174.62
Gerodimos Gior,C2,6,Kentavros,14/5/2023,Tarmac,Championship,6,174.77
Mihos Dimítris,C3 F2,6,Kentavros,14/5/2023,Tarmac,Championship,7,178.38
Konstantinidis,C3 F2,6,Kentavros,14/5/2023,Tarmac,Championship,8,181.21
Avramidis A.  ,C6 F2,6,Kentavros,14/5/2023,Tarmac,Championship,9,183.64
Titakis Titos ,C3 F2,6,Kentavros,14/5/2023,Tarmac,Championship,10,183.79
Skoulariotis L,C3 F2,6,Kentavros,14/5/2023,Tarmac,Championship,11,185.33
Stergiadis A. ,C5 F2,6,Kentavros,14/5/2023,Tarmac,Championship,12,186.53
Koutsodimos Io,C6 F2,6,Kentavros,14/5/2023,Tarmac,Championship,13,186.74
Nomikos Ioanni,C1,6,Kentavros,14/5/2023,Tarmac,Championship,14,187.83
Perakis A.  - ,C4 F2,6,Kentavros,14/5/2023,Tarmac,Championship,15,189.01
Vergozissis Ap,C5 F2,6,Kentavros,14/5/2023,Tarmac,Championship,16,189.94
Vatsos Nikos  ,C3 F2,6,Kentavros,14/5/2023,Tarmac,Championship,17,190.1
Giannoulis D. ,C5 F2,6,Kentavros,14/5/2023,Tarmac,Championship,18,193.33
Vastardis Kost,C3 F2,6,Kentavros,14/5/2023,Tarmac,Championship,19,195.61
Anagnostakis K,C4 F2,6,Kentavros,14/5/2023,Tarmac,Championship,20,198.07
Massialas Vage,C6 F2,6,Kentavros,14/5/2023,Tarmac,Championship,21,201.29
Manouskos Niko,C6 F2,6,Kentavros,14/5/2023,Tarmac,Championship,22,202.68
Diamantis D.  ,C4 F2,6,Kentavros,14/5/2023,Tarmac,Championship,23,211.1
Baxevanakis A.,C6 F2,6,Kentavros,14/5/2023,Tarmac,Championship,24,211.57
Figioris Vassi,C3 F2,6,Kentavros,14/5/2023,Tarmac,Championship,25,214.12
Anastasiou Mak,C5 F2,6,Kentavros,14/5/2023,Tarmac,Championship,26,221.79
Xenokostas G. ,C3 F2,6,Kentavros,14/5/2023,Tarmac,Championship,27,336.63
Moschos A.  - ,C3 F2,6,Kentavros,14/5/2023,Tarmac,Championship,28,
Michail Stamat,C5 F2,6,Kentavros,14/5/2023,Tarmac,Championship,29,
Tsitsigiannis ,C5 F2,6,Kentavros,14/5/2023,Tarmac,Championship,30,
Stamatakis S. ,C6 F2,6,Kentavros,14/5/2023,Tarmac,Championship,31,
Mossios Ioanni,C6 F2,6,Kentavros,14/5/2023,Tarmac,Championship,32,
Tiros Nikos  -,C6 F2,6,Kentavros,14/5/2023,Tarmac,Championship,33,
Tsouloftas Ale,C1,7,Kentavros,14/5/2023,Tarmac,Championship,1,389.23
Peroulakis Geo,C2,7,Kentavros,14/5/2023,Tarmac,Championship,2,425.22
Argiriou Giorg,C2,7,Kentavros,14/5/2023,Tarmac,Championship,3,436.46
Gerodimos Gior,C2,7,Kentavros,14/5/2023,Tarmac,Championship,4,439.19
Ktistakis Dimi,C3 F2,7,Kentavros,14/5/2023,Tarmac,Championship,5,451.55
Michail Stamat,C5 F2,7,Kentavros,14/5/2023,Tarmac,Championship,6,458.65999999999997
Konstantinidis,C3 F2,7,Kentavros,14/5/2023,Tarmac,Championship,7,475.51
Mihos Dimítris,C3 F2,7,Kentavros,14/5/2023,Tarmac,Championship,8,475.56
Nomikos Ioanni,C1,7,Kentavros,14/5/2023,Tarmac,Championship,9,478.42
Titakis Titos ,C3 F2,7,Kentavros,14/5/2023,Tarmac,Championship,10,482.0
Stamatakis S. ,C6 F2,7,Kentavros,14/5/2023,Tarmac,Championship,11,489.5
Tsitsigiannis ,C5 F2,7,Kentavros,14/5/2023,Tarmac,Championship,12,491.83
Moschos A.  - ,C3 F2,7,Kentavros,14/5/2023,Tarmac,Championship,13,497.25
Koutsodimos Io,C6 F2,7,Kentavros,14/5/2023,Tarmac,Championship,14,498.13
Stergiadis A. ,C5 F2,7,Kentavros,14/5/2023,Tarmac,Championship,15,505.96
Perakis A.  - ,C4 F2,7,Kentavros,14/5/2023,Tarmac,Championship,16,507.84
Vergozissis Ap,C5 F2,7,Kentavros,14/5/2023,Tarmac,Championship,17,518.68
Vatsos Nikos  ,C3 F2,7,Kentavros,14/5/2023,Tarmac,Championship,18,524.23
Korakas Kostas,C2,7,Kentavros,14/5/2023,Tarmac,Championship,19,524.97
Massialas Vage,C6 F2,7,Kentavros,14/5/2023,Tarmac,Championship,20,526.29
Mossios Ioanni,C6 F2,7,Kentavros,14/5/2023,Tarmac,Championship,21,527.61
Manouskos Niko,C6 F2,7,Kentavros,14/5/2023,Tarmac,Championship,22,530.08
Anagnostakis K,C4 F2,7,Kentavros,14/5/2023,Tarmac,Championship,23,533.8
Vastardis Kost,C3 F2,7,Kentavros,14/5/2023,Tarmac,Championship,24,552.25
Giannoulis D. ,C5 F2,7,Kentavros,14/5/2023,Tarmac,Championship,25,560.33
Baxevanakis A.,C6 F2,7,Kentavros,14/5/2023,Tarmac,Championship,26,560.45
Anastasiou Mak,C5 F2,7,Kentavros,14/5/2023,Tarmac,Championship,27,562.73
Tiros Nikos  -,C6 F2,7,Kentavros,14/5/2023,Tarmac,Championship,28,566.76
Figioris Vassi,C3 F2,7,Kentavros,14/5/2023,Tarmac,Championship,29,589.26
Diamantis D.  ,C4 F2,7,Kentavros,14/5/2023,Tarmac,Championship,30,600.36
Xenokostas G. ,C3 F2,7,Kentavros,14/5/2023,Tarmac,Championship,31,602.9
Tsouloftas Ale,C1,8,Kentavros,14/5/2023,Tarmac,Championship,1,386.14
Peroulakis Geo,C2,8,Kentavros,14/5/2023,Tarmac,Championship,2,415.2
Ktistakis Dimi,C3 F2,8,Kentavros,14/5/2023,Tarmac,Championship,3,415.24
Argiriou Giorg,C2,8,Kentavros,14/5/2023,Tarmac,Championship,4,417.7
Moschos A.  - ,C3 F2,8,Kentavros,14/5/2023,Tarmac,Championship,5,420.61
Gerodimos Gior,C2,8,Kentavros,14/5/2023,Tarmac,Championship,6,422.06
Mihos Dimítris,C3 F2,8,Kentavros,14/5/2023,Tarmac,Championship,7,425.84
Titakis Titos ,C3 F2,8,Kentavros,14/5/2023,Tarmac,Championship,8,427.39
Konstantinidis,C3 F2,8,Kentavros,14/5/2023,Tarmac,Championship,9,428.63
Korakas Kostas,C2,8,Kentavros,14/5/2023,Tarmac,Championship,10,431.44
Michail Stamat,C5 F2,8,Kentavros,14/5/2023,Tarmac,Championship,11,443.42
Koutsodimos Io,C6 F2,8,Kentavros,14/5/2023,Tarmac,Championship,12,446.67
Nomikos Ioanni,C1,8,Kentavros,14/5/2023,Tarmac,Championship,13,449.24
Stergiadis A. ,C5 F2,8,Kentavros,14/5/2023,Tarmac,Championship,14,449.86
Tiros Nikos  -,C6 F2,8,Kentavros,14/5/2023,Tarmac,Championship,15,450.31
