No.,Crew,Group,ss,Race,cou,time_SS_sec
3,Suninen  T,RC1,10,Estonia,6,352.5
7,Loubet  P.,RC1,10,Estonia,7,352.7
18,Katsuta  T,RC1,10,Estonia,8,353.4
20,Solberg  O,RC2,10,Estonia,9,362.3
21,Greensmith,RC2,10,Estonia,10,366.6
28,Linnamäe  ,RC2,10,Estonia,11,366.7
23,Mikkelsen ,RC2,10,Estonia,12,367.7
22,Lindholm  ,RC2,10,Estonia,13,369.2
29,Marczyk  M,RC2,10,Estonia,14,369.2
27,Bulacia  M,RC2,10,Estonia,15,369.4
24,Pajari  Sa,RC2,10,Estonia,16,369.5
30,Zaldivar  ,RC2,10,Estonia,17,370.0
26,Virves  Ro,RC2,10,Estonia,18,372.3
36,Fernàndez ,RC2,10,Estonia,19,372.4
31,McErlean  ,RC2,10,Estonia,20,373.0
25,Kaur  Egon,RC2,10,Estonia,21,379.8
37,Koik  Prii,RC2,10,Estonia,22,383.6
35,Bulacia  B,RC2,10,Estonia,23,384.3
38,Kasari  Ka,RC2,10,Estonia,24,388.1
52,Creighton ,RC3,10,Estonia,25,388.3
47,Korhonen  ,RC3,10,Estonia,26,388.5
58,Munster  G,RC3,10,Estonia,27,388.8
34,Martínez  ,RC2,10,Estonia,28,390.5
50,Korhola  B,RC3,10,Estonia,29,393.8
48,Herranen  ,RC3,10,Estonia,30,395.7
54,Pellier  L,RC3,10,Estonia,31,395.9
49,Türkkan  A,RC3,10,Estonia,32,396.8
39,Villanueva,RC2,10,Estonia,33,397.7
53,Dominguez ,RC3,10,Estonia,34,399.6
60,Mauro  Ale,RC2,10,Estonia,35,401.8
64,Sei  Karl-,RC4,10,Estonia,36,402.5
63,Vaher  Jas,RC4,10,Estonia,37,404.2
57,Kelly  Eam,RC3,10,Estonia,38,405.4
62,Kohn  Fili,RC3,10,Estonia,39,407.9
56,Rensonnet ,RC3,10,Estonia,40,410.5
41,Miele  Mau,RC2,10,Estonia,41,410.6
65,Jürgenson ,RC4,10,Estonia,42,411.3
59,Anwar  Ham,RC3,10,Estonia,43,415.8
55,Blach  Rob,RC3,10,Estonia,44,419.4
51,Cumiskey  ,RC3,10,Estonia,45,431.3
40,Kremer  Ar,RC2,10,Estonia,46,434.1
67,Uger  Serg,RC2,10,Estonia,47,438.4
45,Cobbe  Luc,RC2,10,Estonia,48,447.3
66,Lempu  Kev,RC4,10,Estonia,49,1002.5
69,Rovanperä ,RC1,11,Estonia,1,334.2
4,Lappi  Esa,RC1,11,Estonia,2,336.1
33,Evans  Elf,RC1,11,Estonia,3,336.6
11,Neuville  ,RC1,11,Estonia,4,337.0
8,Tänak  Ott,RC1,11,Estonia,5,337.7
7,Loubet  P.,RC1,11,Estonia,6,338.2
3,Suninen  T,RC1,11,Estonia,7,339.9
18,Katsuta  T,RC1,11,Estonia,8,341.7
20,Solberg  O,RC2,11,Estonia,9,354.5
24,Pajari  Sa,RC2,11,Estonia,10,356.9
23,Mikkelsen ,RC2,11,Estonia,11,357.2
22,Lindholm  ,RC2,11,Estonia,12,359.0
29,Marczyk  M,RC2,11,Estonia,13,360.9
28,Linnamäe  ,RC2,11,Estonia,14,361.0
27,Bulacia  M,RC2,11,Estonia,15,362.0
26,Virves  Ro,RC2,11,Estonia,16,362.9
31,McErlean  ,RC2,11,Estonia,17,363.3
35,Bulacia  B,RC2,11,Estonia,18,364.6
36,Fernàndez ,RC2,11,Estonia,19,365.8
30,Zaldivar  ,RC2,11,Estonia,20,367.7
25,Kaur  Egon,RC2,11,Estonia,21,368.0
21,Greensmith,RC2,11,Estonia,22,368.7
