No.,Crew,Group,ss,Race,cou,time_SS_sec
24,Munster  G,RC2,16,Central European,11,114.9
25,Chwist  Da,RC2,16,Central European,12,120.4
35,Arai  Hiro,RC4,16,Central European,13,122.3
36,Shinkai  T,-,16,Central European,14,123.2
26,Fukunaga  ,RC2,16,Central European,15,125.2
39,Murata  Ko,-,16,Central European,16,126.2
28,Boland  Ea,RC2,16,Central European,17,126.3
31,Bailey  Ja,RC3,16,Central European,18,128.5
40,Yamamoto  ,-,16,Central European,19,128.7
47,Irie  Sato,-,16,Central European,20,132.5
41,Kunisawa  ,RC5,16,Central European,21,133.0
29,Díaz Aboit,RC2,16,Central European,22,136.4
37,Sasaki  Ya,-,16,Central European,23,138.8
46,Hagiwara  ,-,16,Central European,24,139.2
48,Shimizu  H,-,16,Central European,25,141.1
49,Aihara  Ta,-,16,Central European,26,147.7
44,Nakayama  ,-,16,Central European,27,150.2
23,Kovalainen,RC2,16,Central European,28,712.1
30,Imai  Sato,RC2,16,Central European,29,712.1
34,Arai  Tosh,-,16,Central European,30,723.2
38,Hotta  Mak,-,16,Central European,31,723.2
45,Takata  Ko,-,16,Central European,32,723.2
11,Neuville  ,RC1,17,Central European,1,304.2
18,Katsuta  T,RC1,17,Central European,2,306.3
4,Lappi  Esa,RC1,17,Central European,3,308.3
33,Evans  Elf,RC1,17,Central European,4,308.3
69,Rovanperä ,RC1,17,Central European,5,309.4
17,Ogier  S. ,RC1,17,Central European,6,310.1
8,Tänak  Ott,RC1,17,Central European,7,311.6
24,Munster  G,RC2,17,Central European,8,319.9
20,Mikkelsen ,RC2,17,Central European,9,321.6
21,Gryazin  N,RC2,17,Central European,10,323.5
22,Kajetanowi,RC2,17,Central European,11,342.0
26,Fukunaga  ,RC2,17,Central European,12,347.3
34,Arai  Tosh,-,17,Central European,13,349.0
28,Boland  Ea,RC2,17,Central European,14,351.8
25,Chwist  Da,RC2,17,Central European,15,351.9
35,Arai  Hiro,RC4,17,Central European,16,352.0
36,Shinkai  T,-,17,Central European,17,353.8
39,Murata  Ko,-,17,Central European,18,360.8
30,Imai  Sato,RC2,17,Central European,19,361.3
38,Hotta  Mak,-,17,Central European,20,372.4
31,Bailey  Ja,RC3,17,Central European,21,379.4
40,Yamamoto  ,-,17,Central European,22,384.1
37,Sasaki  Ya,-,17,Central European,23,398.8
29,Díaz Aboit,RC2,17,Central European,24,400.0
44,Nakayama  ,-,17,Central European,25,420.4
41,Kunisawa  ,RC5,17,Central European,26,425.0
47,Irie  Sato,-,17,Central European,27,445.3
46,Hagiwara  ,-,17,Central European,28,452.4
48,Shimizu  H,-,17,Central European,29,453.9
49,Aihara  Ta,-,17,Central European,30,456.2
45,Takata  Ko,-,17,Central European,31,456.7
11,Neuville  ,RC1,18,Central European,1,1089.9
18,Katsuta  T,RC1,18,Central European,2,1096.0
